epoch,lr,train_loss,val_loss,train_axis,val_axis,val_geom_hva_mae,val_geom_ima_mae,val_direct_hva_mae,val_direct_ima_mae
1,0.00019996590383506793,0.10468399298842997,0.06540169976651669,0.008749184961197897,0.0050063045346178114,23.15926809310913,31.977115154266357,9.618460655212402,9.660832262039184
2,0.0001998636387080801,0.06059068392496556,0.0375620398670435,0.004396410737535916,0.0027295250329189003,18.17918930053711,21.448677015304565,9.100632071495056,5.642600333690643
3,0.00019969327470644626,0.051331034395843744,0.049617426190525296,0.003705464846279938,0.0039147147093899545,25.41507272720337,15.363878393173218,9.0766681432724,4.98413360118866
4,0.0001994549285891432,0.045717901817988606,0.028832512395456433,0.003469834591669496,0.0023119368881452827,21.90398597717285,8.065492224693298,8.886606097221375,4.171293044090271
5,0.00019914876370669414,0.04117519758874551,0.023907827539369465,0.003275314793427242,0.0022038193594198672,9.019254636764526,8.18911807537079,8.78204267024994,3.379346787929535
6,0.0001987749898892162,0.03639423601562157,0.03889508601278067,0.002978893244289793,0.003110759024275467,13.473967361450196,18.506993103027344,8.957272791862488,6.2052045345306395
7,0.00019833386330261348,0.032818671298446137,0.028920048475265504,0.0027248088103078772,0.002324268111260608,10.942191982269287,13.0323401927948,9.089047122001649,4.327688634395599
8,0.00019782568627301365,0.032154486537910996,0.03180563170462847,0.00269395959621761,0.002840744680725038,12.021566486358642,8.368939852714538,9.043091297149658,4.198813545703888
9,0.00019725080707956878,0.0320213915547356,0.026369924144819378,0.002675670858297963,0.0023862964240834116,7.641025447845459,9.357025313377381,8.823020672798156,3.528824508190155
10,0.00019660961971576226,0.030784179421607404,0.054246936459094286,0.002580640223459341,0.004071567405480892,16.409395360946654,29.08548069000244,9.746231818199158,6.266866302490234
11,0.00019590256361938518,0.030917276663240047,0.029650862980633973,0.0025810146238654853,0.0026121225440874697,11.855034625530243,9.990559196472168,8.479684114456177,4.615702998638153
12,0.00019513012337136777,0.03134066602215171,0.04137241942808032,0.0026037918811198323,0.0035219067765865477,14.492217922210694,13.16483724117279,8.907288479804993,4.5684478878974915
13,0.00019429282836367175,0.03183582426281646,0.0253233197145164,0.0027128050845931285,0.0022988283832091837,9.264252138137817,10.098231101036072,8.78445942401886,3.7943794965744018
14,0.00019339125243647155,0.030093703302554786,0.026538155414164065,0.0025794943743676414,0.0023970788024598733,8.50342309474945,10.869176650047303,8.86684672832489,4.255034911632538
15,0.000192426013484873,0.029495411179959775,0.0416792263276875,0.002540578098705737,0.003526794130448252,10.52352352142334,14.890814685821534,8.192850708961487,4.932770562171936
16,0.00019139777303543875,0.029021946887951344,0.03266431479714811,0.0025023318266903516,0.002574725035810843,12.270611476898193,13.26459550857544,7.507732176780701,3.7800245761871336
17,0.0001903072357928111,0.02764633297920227,0.07523481193929911,0.0023687620705459267,0.006333995319437236,16.585496568679808,24.76325616836548,12.853702545166016,6.740034079551696
18,0.00018915514915674255,0.027019057859433815,0.021381131699308754,0.002277263284486253,0.001991472841473296,6.08465405702591,8.15128161907196,6.207039535045624,3.294315588474274
19,0.00018794230270986553,0.026307758362963795,0.021328138839453458,0.002254983165039448,0.0019442105927737429,10.280506277084351,5.738307893276215,5.734382319450378,3.185184919834137
20,0.00018666952767655164,0.02683775731129572,0.06768529620021582,0.002236071687366348,0.005349660979118198,19.426682901382446,24.81800308227539,10.100695919990539,6.24320867061615
21,0.00018533769635323215,0.02893391025136225,0.11372293997555971,0.0024515792698366567,0.010667215334251523,18.110309600830078,13.148228645324707,11.176971793174744,6.2136955738067625
22,0.00018394772151056967,0.030043535941513256,0.027616325113922358,0.0025974346710427197,0.0024302508973050863,10.374971270561218,9.402812266349793,8.060311532020568,3.5853930592536924
23,0.00018250055576789055,0.02745253304601647,0.055200037593021986,0.0024118879766319877,0.004854738479480147,11.881706094741821,11.946912455558778,9.503455090522767,4.66803777217865
24,0.00018099719094030725,0.027803348063025625,0.03951122434809804,0.002396594126184937,0.0033233977621421216,9.699580597877503,10.562099623680115,7.286724174022675,3.9826369404792787
25,0.00017943865735897788,0.025817818311043083,0.03058851305395365,0.0022132182923087383,0.002740368281956762,8.94977638721466,9.410840940475463,6.9110606670379635,3.8413063645362855
26,0.0001778260231649686,0.025746222247835248,0.04513647775165737,0.0022570614390133416,0.004084098082967102,10.819762754440308,7.377508437633514,7.642825329303742,4.4214333415031435
27,0.00017616039357720308,0.023916676960652694,0.03653397299349308,0.0021062530060589777,0.0034689649764914066,7.7434396982193,5.11368317604065,7.042267310619354,3.328549885749817
28,0.00017444291013500072,0.024975405569421127,0.037189613096416,0.0021686867061362137,0.0034614348696777597,8.720667243003845,6.156979942321778,6.807486283779144,3.755156713724136
29,0.0001726747499157226,0.02447618158767,0.03682258320041001,0.0020816168624151034,0.003339777752989903,9.065852510929108,6.37929505109787,6.825973975658417,3.9395413517951967
30,0.0001708571247280615,0.02265837276354432,0.025630612531676887,0.0019933767292968697,0.002418589676381089,6.683740663528442,5.228033435344696,5.578630197048187,3.7001386880874634
31,0.00016899128028152852,0.02282098947907798,0.06300974418409169,0.002006618055747822,0.005740332248387858,13.225011718273162,6.663182592391967,8.22555034160614,4.6478288769721985
32,0.00016707849533270639,0.02161880643980112,0.029138106759637593,0.0019015573892829708,0.002736484614433721,7.8538027048110965,5.10177503824234,6.176192033290863,3.652902275323868
33,0.00016512008080885328,0.022819976444588976,0.02599624996073544,0.0020336241574113955,0.002435929514467716,7.2340280413627625,5.338442659378051,5.803012824058532,3.3927658438682555
34,0.00016311737890945883,0.022262265172321348,0.060226977616548535,0.0019397396201384254,0.005491541739320383,9.150605368614197,9.706938862800598,8.092706835269928,4.333374321460724
35,0.0001610717621863677,0.022453859489178284,0.020077813183888793,0.001926667526640813,0.001900897192535922,5.964602839946747,5.777982819080353,5.261094379425049,3.1628755629062653
36,0.00015898463260310107,0.021907977847149596,0.029016997152939438,0.0019157704973622458,0.0027672414085827767,6.248777055740357,4.882395809888839,5.857514500617981,3.6984214067459105
37,0.00015685742057402086,0.020715653483057393,0.052411303063854574,0.0017825311591877836,0.004907353734597564,10.032176983356475,6.15738810300827,6.988627922534943,4.611731892824173
38,0.0001546915839839952,0.02080289738951251,0.027232650853693485,0.0017791573089198209,0.002372932981234044,6.071140694618225,10.384861516952515,5.067232704162597,3.697306454181671
39,0.00015248860718923693,0.02048724895576015,0.04020657450892031,0.0017878702787129442,0.0038562656089197846,6.35723887681961,5.638281941413879,6.5409111142158505,4.126649433374405
40,0.00015025000000000002,0.018983371419017202,0.03439110051840544,0.0016362238115107176,0.0032038481964264064,7.589062559604645,6.017023664712906,6.108863651752472,3.818314176797867
41,0.00014797729664583106,0.018116477824514733,0.048149762442335486,0.001559249516139971,0.00461372624267824,9.213510489463806,5.23675891160965,6.3849454641342165,4.039750289916992
42,0.00014567205472408492,0.01850642171339132,0.09391648219898344,0.00160320177419635,0.0091099297744222,9.052762234210968,6.001339745521546,8.378954780101775,4.83859635591507
43,0.0001433358541324254,0.017089297747588716,0.05903333793394268,0.0014808997369982536,0.005685370380524546,9.183718705177307,5.191067171096802,7.597795534133911,3.761033773422241
44,0.00014097029598604215,0.01689289406640455,0.07265741610899568,0.0014644095197581918,0.006608081044396386,8.572133481502533,12.32477297782898,7.564144945144653,4.411767119169236
45,0.00013857700152032645,0.01686206121230498,0.054487913846969604,0.0014391437409358332,0.0052622091490775345,7.40980908870697,5.28163036108017,6.047015047073364,3.9231817603111265
46,0.0001361576109797574,0.017128631132072768,0.04964492954313755,0.001484058591813664,0.0048499156371690335,5.360589349269867,4.485247576236725,5.51236857175827,3.811404597759247
47,0.0001337137824937602,0.015602671785745769,0.0383428443223238,0.0013546538448281353,0.003663537307875231,8.4446515083313,6.159938716888428,5.249896311759949,3.530058264732361
48,0.00013124719094030727,0.015280891774455085,0.0663448948878795,0.0013258376642625081,0.005943834676872939,10.783840918540955,10.860301971435547,7.082491815090179,4.256267654895782
49,0.00012875952679804032,0.01509951738116797,0.07766963196918368,0.001312053135370661,0.0070093329239171,10.677289831638337,9.355627942085267,7.312031686306,4.185998106002808
50,0.00012625249498770082,0.015481587810791097,0.04903274499811232,0.0013644202801515349,0.004469031858025119,8.328088521957397,8.504031074047088,5.214257144927979,3.662751567363739
51,0.0001237278137036626,0.01491744261002168,0.049409851990640165,0.0012924513965117512,0.0045150979014579205,8.071167635917664,7.276703929901123,6.648306727409363,3.962761473655701
52,0.00012118721323636703,0.014861633704276756,0.06528349160216748,0.0013172258264603442,0.00591028769267723,9.528878319263459,8.855273032188416,6.158527505397797,3.999994295835495
53,0.00011863243478646867,0.014227968285558746,0.07589580379426479,0.001249529742199229,0.00694669692311436,9.205374193191528,8.860631632804871,6.885032927989959,4.297735577821731
54,0.00011606522927150297,0.014840701084176544,0.04683710676617921,0.0012759418998030015,0.004290647123707458,8.781731486320496,8.06761713027954,5.8114812016487125,3.602320212125778
55,0.00011348735612589512,0.014760418279911392,0.02336369385011494,0.001280232009230531,0.002187001402489841,7.024331092834473,6.568962478637696,3.9937291383743285,3.457991874217987
56,0.00011090058209513152,0.013684624515008181,0.04319858071394265,0.0011751261523386346,0.003949238214408979,6.952915418148041,7.462639325857163,5.323310196399689,3.557975113391876
57,0.00010830668002492057,0.013897645397810266,0.03855701996944845,0.001195116317285283,0.0035492418886860833,6.370448207855224,6.749497479200363,4.90720956325531,3.5967800974845887
58,0.00010570742764617289,0.01337511657329742,0.048916786629706624,0.0011522843054990518,0.004477421817136928,8.4263143658638,7.525810432434082,6.138849496841431,3.6490801155567167
59,0.00010310460635663335,0.014153680665185676,0.028841410670429467,0.0012159569163486595,0.0027497252187458797,5.599890410900116,5.808331716060638,4.906474494934082,3.1062695562839506
60,0.0001005,0.013326379787758923,0.04877088556531817,0.0011616347981544095,0.00443629827350378,8.043896996974945,7.593650817871094,5.5681813836097716,3.5880983650684355
