epoch,lr,train_loss,val_loss,train_axis,val_axis,val_score,val_geom_hva_mae,val_geom_ima_mae,val_direct_hva_mae,val_direct_ima_mae
1,0.00011998501997907915,0.28800649524714467,0.21404982772138384,0.008917271595736834,0.006358594926833002,61.39488339424133,23.284078103524667,27.883100968820077,9.842115313918502,10.613293329874674
2,0.00011994008745920823,0.12074825323313615,0.11854124234782325,0.0028931895421791666,0.0031353560862717807,54.37057646557136,20.2072742956656,18.447661929660374,12.149142503738403,19.282137976752388
3,0.00011986522506526415,0.08028167636601578,0.08573604899424093,0.0018228073137103987,0.0018515295383554917,49.0651478237576,20.5034054296988,17.906017992231583,9.196990966796875,12.114457836857548
4,0.00011976047049271673,0.0654652560208465,0.05688803822354034,0.0015362837278620808,0.0018267481354996562,27.783278063491537,14.534953717832211,6.00660757665281,8.807685922693324,5.675747615319711
5,0.00011962587648864794,0.0549701337086063,0.0928022246117945,0.0012924311662906073,0.00309927420069774,32.765726623711764,18.516301349357324,4.889277837894581,11.786645942264133,6.933648930655585
6,0.00011946151082519212,0.05281458541471074,0.10834034532308578,0.0012757837588728313,0.0032828893659084483,41.40661321745978,23.044414908797652,4.959406676115813,9.642163647545708,17.16341961754693
7,0.0001192674562654107,0.04111621493010174,0.025661184590447833,0.001021423771979611,0.000767293085421746,21.249369696334554,11.940602708745885,3.197393505661576,7.971934724737097,4.250812239117092
8,0.00011904381052161847,0.03626345998297135,0.10062146628344501,0.0009574442518439949,0.0034621772701265634,31.92281754370089,11.5708747793127,8.808933328699183,9.658287631140816,13.4277312402372
9,0.00011879068620618251,0.03224274999256565,0.1531339238087336,0.000820383449066474,0.0051715250937613075,39.46847786726775,14.807346750188756,8.783156359637225,11.426476425594753,20.329473089288783
10,0.0001185082107748185,0.02932642839254348,0.30078207784228855,0.0007526391212327817,0.010474636547129464,51.85524997004756,23.35809509842484,6.908588179835567,13.790941697579843,29.386191685994465
11,0.00011819652646241287,0.027069670742841116,0.2022699777174879,0.0006823113196072531,0.0069435022046996486,42.58464871512519,17.56161343609845,6.567755496060407,13.597034825219048,23.313524740713614
12,0.00011785579021140327,0.024813965649427103,0.12316483090183249,0.0006364233072567294,0.0041966112222763955,30.471609044958043,10.572257509937993,6.4467518153014005,11.398692978752983,15.506506460684317
13,0.00011748617359275336,0.02595582734268736,0.011216531956085452,0.0006841306473940672,0.00036136931157670915,13.562930312421587,6.341729014008133,2.952890027452398,5.145433377336572,3.3911891645855374
14,0.00011708786271956164,0.026816206393947065,0.006111234064317412,0.0007365768792560245,0.0001844492093099419,11.97747070480276,4.621085634937993,3.2119651547184698,5.067781651461566,3.2210581788310297
15,0.00011666105815334787,0.02449858980471959,0.007871810829749814,0.000615442085201183,0.00026437190535943955,11.37965644509704,4.122380177179973,3.7242098914252386,3.6743846557758473,3.3917480972078113
16,0.00011620597480306436,0.022113900990203512,0.008473512319916929,0.0006028795025246917,0.0002645649610376158,12.390757110383776,4.625719732708401,3.4931799835628934,4.568730804655287,3.974983983569675
17,0.0001157228418168828,0.02440363814739484,0.008135060641776633,0.0006309797136225638,0.00028081443775186525,10.681322439953133,3.977802382575141,2.573210031897933,4.4184168974558515,3.8422031535042658
18,0.0001152119024668113,0.021655317636407878,0.007756781177940192,0.0005431286196777501,0.00022478801946379935,14.035763612499943,7.414161929377803,2.8305281047467834,4.574366635746426,3.0077805210042885
19,0.00011467341402619953,0.020210880689987554,0.026841247023117763,0.0005238947982297545,0.0009229503942791511,14.820754960731225,5.881040776217425,3.820474527500294,4.8418052196502686,5.396674094376741
20,0.00011410764764019391,0.020526884298579233,0.007463967168910636,0.0005531570292214596,0.00024390309624356665,10.409368806415133,4.005428384851526,2.353622458599232,4.4700478271201805,3.630588098808571
21,0.00011351488818920786,0.019323389351962598,0.006434532158352711,0.000516243546106962,0.0002121083983823795,10.505327456527287,3.7431609365675182,3.355999893612332,3.1960518934108593,3.6162813592840126
22,0.0001128954341454759,0.019127699201095832,0.007163505811520197,0.0004981366962308125,0.00022973165862451964,10.492951772831105,3.460806696503251,2.637455847528246,5.2445990950972945,3.5447793625019215
23,0.00011224959742276388,0.018305487303334363,0.00934088262901814,0.0004396093094490792,0.00028762977928164656,13.746632851936198,5.741858243942261,4.7939401291034835,3.473614039244475,2.9480549185364335
24,0.00011157770321931102,0.021568386061248224,0.00778473075479269,0.0005205898727273936,0.00026447451037475494,10.348780336203397,3.8495740007471153,2.885674591417666,3.9045078489515515,3.3225556391256825
25,0.0001108800898540829,0.017431704661953196,0.05243134890096607,0.0004410224770903019,0.001826704367111368,16.868084898701422,7.318893105895431,3.6225592030419245,6.202059542691266,5.651205636836864
26,0.0001101571085964175,0.018215539795237247,0.007496061976309176,0.0005070108694473649,0.00025516677932399843,10.604919336460256,3.477817257245382,3.6080107423994274,3.0266031424204507,4.01157953121044
27,0.00010940912348915065,0.01515284576125338,0.009047698660719174,0.000410817943659869,0.00031503155413601134,9.500990706461447,3.770967620390433,2.285042541998404,3.6215798678221525,3.268381220323068
28,0.00010863651116530938,0.015576493976628976,0.008805348503368872,0.00043141897957708615,0.00031285684639846697,9.597742188859868,3.5413515479476363,2.2558667836365878,3.5813615454567804,4.019686169094509
29,0.00010783966065846597,0.01775329036664375,0.0071687899633414215,0.0005266024045724894,0.0002444545944281681,9.525062764132464,3.3282288754427873,2.332608386322304,3.8454748171347157,3.88297618760003
30,0.00010701897320684779,0.01412202741408572,0.007204801818631866,0.0004071497645730835,0.0002488669596021754,9.848548240131802,3.1071798624815763,3.1290445680971497,3.8133016957177057,3.411345923388446
31,0.00010617486205130167,0.012522547182237878,0.00773927786697944,0.00034832237550700215,0.00026766944615196227,9.397992555741912,3.4171812622635453,2.5579974916246204,3.4033077469578497,3.4423198567496405
32,0.00010530775222721487,0.012247785274376612,0.00760916282457334,0.0003506964861121282,0.00025571419057626,11.045423814543971,4.225912447328921,2.522175078038816,5.660743863494308,2.933928714858161
33,0.00010441808035049679,0.013424247528421977,0.004783504616676105,0.0003935149176351774,0.00015849978000106703,8.579453982688761,3.0403798156314426,1.9675240847799513,3.9215122593773737,3.2215879051773637
34,0.00010350629439772982,0.014181792003675385,0.005638794145650334,0.00042806309210617497,0.00018272935455940938,9.045028123590683,3.934626786797135,2.0515857934951782,2.7443420313022755,3.3732890552944608
35,0.0001025728534805996,0.01270213295561327,0.006861973131351449,0.0003579821083842265,0.00023513357343660942,8.990891034956332,3.904430764692801,1.8997233973609076,3.181938069838065,3.1915356759671814
36,0.00010161822761471847,0.010534581310714775,0.007879927547441589,0.00029851282812040647,0.0002696417143818474,10.03412644289158,4.049368743543272,2.4608232798399747,2.8938031947171248,4.154065644299543
37,0.00010064289748295844,0.010207804504720747,0.007164412419553156,0.00029625156795947067,0.00023517276713391766,9.992639605645781,4.446268982357449,2.257928450902303,2.9949317199212535,3.581952624850803
38,9.964735419341291e-05,0.01039202199339377,0.007479051610937825,0.00030135907482945016,0.00026775817699402707,8.587262524498833,2.5320090408678406,2.30752436099229,4.032320808481287,3.4631374367961176
39,9.863209903210894e-05,0.010204854755806672,0.007354353019898689,0.0002930234838113136,0.00026450602605042085,8.750898857911427,2.9122075769636364,2.2203231762956688,3.671933712782683,3.5648024965215614
40,9.759764321059467e-05,0.012094625411773792,0.0053771440526125605,0.0003659610777679053,0.00016976171631271158,9.628559278117287,4.432127555211385,2.2116528661162764,3.1081953004554466,2.861362413123802
41,9.654450760852882e-05,0.011453812452199313,0.007174089137050841,0.00034539072811652736,0.000224586733060682,11.158559880874774,5.879765819620203,1.9959064501303214,3.5229650382642395,3.042810183984262
42,9.547322251140217e-05,0.009248267087490766,0.009344653140201612,0.00026892001645397964,0.0003271920356416592,8.777078964092114,3.914164914025201,1.875520485418814,2.7422035535176597,3.2325835757785373
43,9.43843273435229e-05,0.009077986474957825,0.008181708261232686,0.0002754783928938136,0.0002776642720197776,10.051239773079201,4.51271488931444,1.9336378177007039,3.5676542123158774,3.6421199198122376
44,9.327837039640011e-05,0.008936823526082533,0.008319420464060924,0.0002609189307552701,0.00028242834863097716,9.297999671211949,4.012925465901692,1.8848566081788805,3.7930211314448603,3.0074140628178916
45,9.215590855266254e-05,0.00925819248839898,0.032135055779858875,0.0002727809521228079,0.001213028573719957,10.128751383887398,3.430248635786551,1.9581770367092557,5.406117218512076,4.074534204271105
46,9.101750700565142e-05,0.013222989232712229,0.014593237484977753,0.00041826106605864403,0.0005039004716780726,9.967424156489196,3.69830365313424,2.061619253070266,4.18560352590349,4.229398974665889
47,8.986373897482864e-05,0.010012329952843802,0.03859675246187382,0.00030127603456431545,0.0014474335993226203,10.193620489703285,3.716814893263358,2.038639145868796,3.4582753711276584,5.418057530014603
48,8.869518541714342e-05,0.009914821702462266,0.47160917839587285,0.0003123728229909941,0.018268136087162594,28.943047602971397,9.010250868620696,4.2869238632696645,21.10394576743797,10.187799974724099
49,8.751243473450303e-05,0.009069756674689585,0.0070788501071985125,0.00027313847946027126,0.0002432233520300576,9.147594727851727,3.0267950230174594,2.8345150506054915,3.8189463438811124,2.7536229645764387
50,8.63160824774947e-05,0.008536602802216096,0.007442680584197795,0.0002603674796765163,0.0002624202202746852,7.926353655479573,2.8666765998910972,1.9814275635613336,3.311170127656725,2.845328856397558
51,8.510673104550798e-05,0.008386518270599311,0.03585967792336036,0.00025876172522559517,0.0013282029448654848,12.040286739667259,4.601623349719578,2.0598494609196982,4.970774500458329,5.786853357597634
52,8.388498938340845e-05,0.009656061940857082,0.021622897694922157,0.00031202021237334865,0.0007818521310885748,10.118935523209748,3.663195327476219,2.318704585234324,3.9363842319559166,4.337686989042494
53,8.265147267491573e-05,0.00813270320551811,0.07939371568392273,0.0002500013022808174,0.002920908282114262,15.2434798501156,6.381986401699208,2.490069912539588,6.782555006168507,5.960292065585101
54,8.14068020328399e-05,0.008950880049845912,0.02547465138896196,0.0002786966593839893,0.0009491049390312077,10.232232630252838,3.4855618874231973,2.214682364905322,4.277939566859493,4.786037188989145
55,8.015160418633245e-05,0.008866221305122818,0.1181637044582102,0.0002714659658437179,0.004347126231921182,20.977055805700797,7.833971465075457,2.7733755950574523,8.300985442267525,12.43843204886825
56,7.888651116530937e-05,0.010399682805851592,0.01810724522780489,0.0003200801602617221,0.000628158511029108,12.056501916161292,5.729078575416848,2.13387554442441,3.9460436591395625,4.441051933500502
57,7.761215998220502e-05,0.008490190229120669,0.11490224481180862,0.00026075889323231384,0.004102148855087796,25.33068694891753,11.448667967761004,2.915928346139413,9.936134303057635,11.99604696697659
58,7.632919231121716e-05,0.009683762232121517,0.02428437255460907,0.00030404168016199645,0.0009041978773893788,11.360437605116104,4.747811335104483,2.4971767487349332,4.179343161759554,4.051555880793819
59,7.503825416520468e-05,0.008190213745250039,0.009799558134680544,0.00024351105394558936,0.0003597483554147874,7.605391376548344,2.7561217546463013,1.774537828233507,2.9584794441858926,3.1909841431511774
60,7.373999557040069e-05,0.00701094970671119,0.015625734865251515,0.00021538223784735007,0.0005648103833664209,9.1399333719854,3.413205040825738,1.8413437450373615,4.1584132159197775,3.6123559563248246
61,7.243507023910471e-05,0.011909711008515437,0.7063325974676344,0.0003863075209255199,0.026924021128151152,44.997843459800436,16.910274240705704,7.822729216681586,26.678719697175204,13.850960307651096
62,7.112413524051886e-05,0.007139992363479846,0.5499157199153194,0.00021830111702531358,0.020484486422329036,47.27880446999161,19.887204346833407,8.43131239325912,22.850357514840585,15.070217944957593
63,6.980785066989372e-05,0.009610423071642227,0.005855102238624736,0.0003086019495525069,0.00020739349942973436,7.666899566297178,2.666523809786196,1.797846140684905,3.421858482890659,2.983200748761495
64,6.848687931615047e-05,0.00824412189865651,0.008946412035988437,0.0002512455971661776,0.0003152445149478606,9.430832823117575,3.543720527931496,2.152860504609567,3.4955301461396395,3.9729734350133827
65,6.716188632814678e-05,0.008105269938208898,0.0075123270076734045,0.00025353585994319265,0.00026592557292638556,8.119750846315313,2.910047592940154,1.861465906655347,4.1654305104856135,2.531044182954011
66,6.583353887975426e-05,0.00701916666959408,0.0052318341719607515,0.00021171781850064353,0.00018046523769886267,7.614319862039001,3.0116981488687022,1.7972997029622395,2.895371245013343,2.7152727754027755
67,6.450250583391634e-05,0.00748289361849707,0.011360200259972501,0.00022882274740748326,0.00041027565829507593,9.226660715209112,3.895524267797117,1.937390857272678,3.9331390813544944,2.854352098924142
68,6.316945740585561e-05,0.008021363399336946,0.006245103612956073,0.00025940428099495536,0.00021468757283097753,9.784909358731023,3.985260972270259,2.076607452498542,4.486503062424837,2.9595788054996066
69,6.183506482560038e-05,0.007648527735905468,0.007149002480286139,0.00024214106077790706,0.00025175651265911894,8.837660979341578,2.7306300136778088,1.7240979229962383,4.900710927115546,3.865155158219514
70,6.049999999999998e-05,0.0068861832022404585,0.00517498899285716,0.00020828241656385165,0.00017730112368654873,8.01917630654794,2.9662152617065995,1.7220803057705913,3.1540481514400907,3.5077133267014116
71,5.9164935174399594e-05,0.00733096719207898,0.007166565671839096,0.00022595992548628426,0.00026005928035980713,7.640334131541075,2.7331638954303883,1.7796508559474238,3.0553293139846236,3.199709446341903
72,5.783054259414435e-05,0.007069266396858883,0.006488168525888964,0.00022178630972351603,0.0002352582108600203,7.341879356790471,2.602951491320575,1.7002518441942003,3.1353107999872276,2.942041242564166
73,5.649749416608363e-05,0.006760066765373651,0.008161714679940982,0.0002094616595545823,0.0002935948815084649,8.07848036730731,3.1088600556055703,1.7270120205702606,3.51680976373178,2.968406818531178
74,5.51664611202457e-05,0.008569233656200655,0.006484506574148933,0.0002745175905471849,0.0002335460912608714,7.572259744008383,2.6132820977105036,1.7839092678493924,3.3354761953707093,3.0146605615262634
75,5.3838113671853175e-05,0.006012336239481057,0.005455881408933137,0.00018902290265057826,0.00018290683160389394,8.533615794446733,3.0988839953034013,1.7553337150149875,4.269678526454502,3.0891176418021873
76,5.25131206838495e-05,0.0065142513633194106,0.007740390866442963,0.00019795467328698868,0.00028234519036400514,7.870219400635473,2.7440032296710544,1.8713311928289909,3.1528398946479514,3.356930061622902
77,5.1192149330106264e-05,0.006067028506921316,0.007370726602083003,0.0001884668960708506,0.00026666500424552296,7.90459280985373,2.763906094763014,1.956547114584181,3.4691236284044056,2.8991555726086653
78,4.9875864759481124e-05,0.006763069129640788,0.007613403774383996,0.00020983310767772997,0.00027353336486999913,8.904052619580868,2.497844757857146,2.373762943126537,4.212282304410581,3.8526075327837908
79,4.856492976089527e-05,0.006886169000664298,0.005860494622201832,0.00021230037532298074,0.00020543611942600734,8.044122830585197,3.186936537424723,1.828392916255527,3.0619460388466164,2.9956407149632773
80,4.72600044295993e-05,0.006737095579295091,0.005844073499449425,0.00020796591696791797,0.0001886153126920194,9.500976138644749,4.625105977058411,1.8358812950275563,3.2031603742528847,2.8768173588646784
81,4.596174583479531e-05,0.006920636370297119,0.007603142910671455,0.00021170371976143246,0.0002697467528007649,8.284404313122785,2.6465423107147217,1.6587053426989802,4.512305882241991,3.4460074371761746
82,4.4670807688782844e-05,0.006450791298870889,0.006350192939862609,0.00020068368966447435,0.00023245793353352282,7.419355540363877,2.3646309265383967,1.9734602327700015,2.939701888296339,3.222826873814618
83,4.338784001779496e-05,0.006523610621760709,0.006681802251410705,0.00020509495629033756,0.00023912378269920332,8.266154682194744,2.6914726716500743,1.6216194651744984,4.784727652867635,3.12139743787271
84,4.211348883469062e-05,0.006869616697459294,0.006008395450879578,0.00021576067343468454,0.0002154077654402634,7.212701219099539,2.5519101840478404,1.657402272577639,3.1653570157510265,2.8414205091970937
85,4.0848395813667553e-05,0.006119953259659555,0.0067403291662534075,0.00019289527323830462,0.00024491009147216875,7.594645877679189,2.482760539761296,1.682389118053295,3.3148777705651744,3.544114669164022
86,3.9593197967160106e-05,0.0062858248441021,0.005962162528669945,0.00019705333240590379,0.00021567642828880775,7.108727830427664,2.65760361706769,1.5922511727721602,2.619354415822912,3.0983916653527155
87,3.834852732508427e-05,0.006719884119420684,0.006104456243553647,0.0002135066843978042,0.0002137086584870876,7.740439147860916,3.417915949115047,1.7047113180160522,2.7118775447209678,2.5237462167386657
88,3.7115010616591556e-05,0.006338541042343867,0.01044593051213909,0.0001963338589701832,0.00037057792037052824,9.263607976613223,3.1984355405524925,2.028682799250991,4.018479391380593,4.054499882238883
89,3.589326895449201e-05,0.006180379499283405,0.011073311342409364,0.00020205511771590108,0.000399473113551115,8.390452941258749,2.7978829410341053,1.6553273333443537,3.8449899090660944,4.029495424694485
90,3.468391752250529e-05,0.006851657131957896,0.007323980003733326,0.00021724764449577102,0.0002602286059064446,8.64622860926169,2.4938781482202037,1.961390283372667,4.181905561023289,4.200014794314349
91,3.348756526549697e-05,0.006063517405511593,0.006301023790405856,0.00018692786413249823,0.0002262008719197992,7.432303313855773,2.53122976091173,1.6733331305009347,3.0867878640139543,3.36869298087226
92,3.230481458285658e-05,0.006178194920952156,0.005946779192459804,0.00019715999972081782,0.00021703077072743326,7.113365694328589,2.45008114973704,1.804542064666748,2.443050737734194,3.274434222115411
93,3.113626102517136e-05,0.005976550528635337,0.0069213732387180685,0.00018764529283625235,0.0002491730486292875,7.729799983678041,3.102444061526546,1.655907690525055,2.670724709828695,3.2721717534241854
94,2.9982492994348593e-05,0.007484004007512485,0.008146404823357309,0.00024470401975105436,0.0002993946066083111,7.467057991910863,2.6029500696394177,1.7078165389873363,2.60391315707454,3.7086696094936795
95,2.8844091447337482e-05,0.006660240748241334,0.00657828167701761,0.00021596449867826602,0.00023691298836773193,7.8087334677025115,2.4822466991565846,1.7231686159416482,3.6163331667582193,3.59030313845034
96,2.7721629603599908e-05,0.0058390791713754196,0.007819234600497616,0.00017822617051429924,0.00028537910623493154,7.987349572005096,3.062384322837547,1.800406155762849,3.1501144435670643,3.0990037432423345
97,2.661567265647711e-05,0.006044969475334029,0.006386079014865337,0.00019391990189061788,0.00023184349508179972,7.819975484300542,2.5290824086577803,1.8627791095663,2.857309345845823,3.9989185863071017
98,2.552677748859786e-05,0.005969758893192654,0.006551305642696442,0.0001885529928188935,0.00023815657887435346,7.251313545085766,2.6826889559074685,1.6505600059473957,2.9404234532956726,2.895705713166131
99,2.4455492391471226e-05,0.006547701567468264,0.007189242376221551,0.00021006089112964052,0.00026590226291402897,7.010671465485184,2.580496381830286,1.6454914256378457,2.775515573996085,2.7938517420380204
100,2.3402356789405363e-05,0.005815061953732036,0.005662596836272214,0.0001851726171903273,0.00020088685441469015,7.391927847155818,2.598386146404125,1.7517335370734886,3.341193508218836,2.7424228191375732
101,2.236790096789107e-05,0.005686077744013546,0.004984652244106487,0.0001809953681969121,0.00017492174595611654,7.596368498272366,2.549958246725577,1.7138211594687567,3.138976300204242,3.5262018839518228
102,2.1352645806587113e-05,0.005512413538734433,0.006059934126420153,0.0001783175884126773,0.00022132976219937619,7.086843925493734,2.6306271376433195,1.6812129219373066,2.7151570894100048,2.834850642416212
103,2.0357102517041583e-05,0.005633460854053357,0.006945871903250615,0.00017931120201468165,0.000256635109070447,7.157387574513753,2.3791947585565074,1.7001249503206324,2.8536763147071555,3.3024594165660717
104,1.9381772385281567e-05,0.007126170299628076,0.005448177810413418,0.00023026264379139304,0.00019612467440310866,7.298984103732638,2.685447750268159,1.6903784782798201,3.0156676239437528,2.8306481264255665
105,1.842714651940043e-05,0.0055569796292810865,0.006644997193857476,0.00017524958926907788,0.00024258294218237065,7.371398005220625,2.5449377916477345,1.633485233342206,3.315225424589934,3.070724535871435
106,1.7493705602270213e-05,0.0070961843170400515,0.005294793647610479,0.00023083133564454704,0.00018702484737365954,7.564823967439157,2.8115558800873934,1.7089980487470273,3.031698708181028,3.0568413690284446
107,1.658191964950324e-05,0.005804452263015572,0.0056026215078654115,0.0001847343304467239,0.00019891930289169841,7.6898556219206915,2.7595312551215843,1.773276854444433,3.0396827945002802,3.274412230209068
108,1.5692247772785157e-05,0.006278566529694507,0.006964880559179518,0.00020317183360345377,0.00025143788607911793,8.281455799385354,2.7314970051800764,1.7266321491312098,3.966803550720215,3.6798497394279197
109,1.4825137948698342e-05,0.006041526526077147,0.0066855004988610744,0.00019443986253941896,0.00023929677748431763,8.095607232164454,2.9807548302191273,1.7133371035257976,2.904343605041504,3.898686991797553
110,1.3981026793152236e-05,0.005657960383654376,0.007836742067916526,0.0001829746924641328,0.0002902205160353333,7.505674989135177,2.5242481982266463,1.7217859382982608,3.2123044773384377,3.306977227882103
111,1.3160339341534039e-05,0.006488747373354477,0.005928575130248511,0.00020885369573728544,0.00021307055916016301,7.574154392436698,2.4655186202791004,1.663753781053755,3.2142782476213245,3.6754857345863625
112,1.2363488834690637e-05,0.005620377893590242,0.0072498176315868345,0.00017932180226509932,0.00026559532691155456,7.661535410969345,2.708536119372756,1.7449127678517942,2.76265056486483,3.6535224826247603
113,1.1590876510849369e-05,0.005227103834849358,0.00742217094671947,0.00016827600894161356,0.00026938996085879843,7.9354704508075,2.564584727640505,1.7274385381627966,3.0817221138212414,4.205172256187156
114,1.0842891403582501e-05,0.006017850229337356,0.005773997192995416,0.0001939163575598756,0.00020853625459562022,7.305908936041374,2.5680158844700567,1.7066942740369726,3.238941188211794,2.823456366856893
115,1.0119910145917097e-05,0.006257394283896251,0.0059791460926472036,0.00019783050702073713,0.0002174175148226183,7.212361920762945,2.402608518247251,1.7268316171787403,3.186710238456726,2.9791333322171814
116,9.42229678068897e-06,0.005563499730631289,0.006140043096685851,0.0001760331110809077,0.0002237413023572622,7.275469219243085,2.51966862766831,1.711883454411118,2.911824513364721,3.176009760962592
117,8.75040257723613e-06,0.005489980614473038,0.005368130333307717,0.00017791872410548572,0.00018895973281124261,7.83220237714273,2.4562996979112977,1.7041700725202207,3.6661973705998174,3.6772678428226047
118,8.104565854524093e-06,0.005480340263858753,0.0062460458527008695,0.00017324225951648566,0.00022736321531098197,7.2162961518322986,2.529449370172289,1.666222525967492,3.114435257735076,2.926813253649959
119,7.48511181079212e-06,0.005878700154938433,0.005788171681127063,0.00018767996304755935,0.00020940917602274567,7.409460902214049,2.5644309564873025,1.6589399819020871,3.603106979970579,2.7690729476787426
120,6.89235235980607e-06,0.005570719917654606,0.006074062738291643,0.00018100045778050237,0.00021539924502441728,8.0203227908523,3.283684425883823,1.724657917464221,2.929511030515035,3.094449864493476
121,6.326585973800459e-06,0.0058811181897140095,0.006635319303583216,0.00018818209555064014,0.0002407512791385805,7.504303241217578,3.003400286038717,1.6436513574035079,2.920526893050582,2.7939763025001243
122,5.7880975331886935e-06,0.006005140925984952,0.007059157774266269,0.0001916961451920521,0.0002580739781950359,7.322962763132873,3.078808656445256,1.5891121846658212,3.162543698593422,2.147540145450168
123,5.277158183117191e-06,0.006746661485863648,0.006065338453346932,0.00021959264679555563,0.00021764439750566252,8.156165696956494,2.5200560755199857,1.8553764864250466,3.8035965672245733,3.7578697027983488
124,4.794025196935638e-06,0.005509721500549833,0.005327119905915525,0.00017366487938121503,0.00019095153644836196,7.229010111755795,2.552671021885342,1.6753828967059101,3.23798355349788,2.763928832831206
125,4.338941846652131e-06,0.005935090987510244,0.00520259846450278,0.00019045761412902115,0.00018337267236482284,7.840525810365324,2.613879411308854,1.7620553683351587,3.386825508541531,3.5423565529010914
126,3.9121372804383666e-06,0.0059883344542462505,0.005446322564104641,0.00019146320976436078,0.00019551417898145264,7.521305415365431,2.5360548584549516,1.7545621660020616,3.3420875249085604,3.1192892569082753
127,3.51382640724664e-06,0.00526134752309903,0.007069768487579293,0.00016934517714642578,0.00025936977989557717,7.556193025023849,2.7225052074149803,1.703963233364953,3.1206277785477816,3.13882138994005
128,3.1442097885967337e-06,0.005216987226967276,0.006264120978475721,0.00016591351122599197,0.0002275395823677105,7.600100969826734,2.5966691926673606,1.8217305563114308,3.031922291826319,3.3314801498695656
129,2.8034735375871323e-06,0.006229546234807428,0.005645023037989934,0.00020442652977765822,0.0002033985758855663,7.324486686123743,2.6185374392403498,1.7061250695475825,2.96562890653257,3.0340194481390492
130,2.491789225181496e-06,0.005469101804151186,0.006362871249654779,0.00018000943693012643,0.00023054598380069905,7.251798916746069,2.6432453570542513,1.6719163766613714,3.1613158914777966,2.711958474583096
131,2.2093137938174903e-06,0.005634324889118508,0.005786611163919723,0.00018119362512963578,0.00020523675333674032,7.967490224926561,2.542279676154808,1.6795740282094036,3.934135074968691,3.557137966156006
132,1.956189478381536e-06,0.005906557587758056,0.005976528946862176,0.00018930241276393645,0.0002166449471756264,7.090308087843435,2.650768138744213,1.6736405822965834,3.0670319354092634,2.4647667981960155
133,1.73254373458931e-06,0.005213427138755299,0.005356041438601635,0.00016595189417400856,0.0001903180899615917,7.510880419501552,2.4991831956086337,1.7025873705192849,3.4936824992850974,3.1245372074621693
134,1.538489174807886e-06,0.005432343384810667,0.005316631454560492,0.00017290205150302128,0.00019013733577190174,7.403587809315434,2.447792304886712,1.6796370501871463,3.3959598188047058,3.1563570896784463
